Schluesselzahl der Tat;Straftat;Gemeindeschlüssel;Stadt;Sexus;Tatverdaechtige insgesamt - Anzahl;Kinder bis unter 6 Jahre - Anzahl;Kinder 6 bis unter 8 Jahre Anzahl;Kinder 8 bis unter 10 Jahre - Anzahl;Kinder 10 bis unter 12 Jahre - Anzahl;Kinder 12 bis unter 14 Jahre - Anzahl;Kinder bis unter 14 Jahre insgesamt (Anzahl Spalte 5 bis 9);Jugendliche 14 bis unter 16 Jahre - Anzahl;Jugendliche 16 bis unter 18 Jahre - Anzahl;Jugendliche 14 bis unter 18 Jahre insgesamt (Anzahl Spalte 11 und 12);Heranwachsende 18 bis unter 21 Jahre - Anzahl;Tatverdaechtige insgesamt unter 21 Jahre (Anzahl Spalte 10, 13 und 14);Erwachsene 21 bis unter 23 Jahre - Anzahl;Erwachsene 23 bis unter 25 Jahre - Anzahl;Erwachsene 21 bis unter 25 Jahre (Anzahl Spalte 16 und 17);Erwachsene 25 bis unter 30 Jahre;Erwachsene 30 bis unter 40 Jahre;Erwachsene 40 bis unter 50 Jahre;Erwachsene 50 bis unter 60 Jahre;Erwachsene 60 Jahre und aelter;Erwachsene ab 21 Jahre (Anzahl Spalten 18 bis 23)
*90*00;Taschendiebstahl insgesamt;6611000;Kassel;M;25;0;0;0;0;0;0;0;4;4;2;6;0;1;1;5;8;3;1;1;19
*90*00;Taschendiebstahl insgesamt;6611000;Kassel;W;6;0;0;0;0;0;0;0;1;1;1;2;1;0;1;1;1;1;0;0;4
*90*00;Taschendiebstahl insgesamt;6611000;Kassel;X;31;0;0;0;0;0;0;0;5;5;3;8;1;1;2;6;9;4;1;1;23
*90*00;Taschendiebstahl insgesamt;1002000;Kiel;M;11;0;0;0;0;0;0;1;2;3;1;4;1;1;2;1;2;2;0;0;7
*90*00;Taschendiebstahl insgesamt;1002000;Kiel;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*90*00;Taschendiebstahl insgesamt;1002000;Kiel;X;11;0;0;0;0;0;0;1;2;3;1;4;1;1;2;1;2;2;0;0;7
*90*00;Taschendiebstahl insgesamt;7111000;Koblenz;M;6;0;0;0;1;0;1;1;0;1;0;2;2;0;2;1;0;1;0;0;4
*90*00;Taschendiebstahl insgesamt;7111000;Koblenz;W;5;0;0;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;0;4
*90*00;Taschendiebstahl insgesamt;7111000;Koblenz;X;11;0;0;0;1;1;2;1;0;1;0;3;3;0;3;2;1;1;1;0;8
*90*00;Taschendiebstahl insgesamt;5315000;Köln;M;595;0;1;0;4;10;15;23;74;97;132;244;43;50;93;97;116;33;11;1;351
*90*00;Taschendiebstahl insgesamt;5315000;Köln;W;235;0;0;0;3;14;17;21;22;43;43;103;15;28;43;27;37;17;7;1;132
*90*00;Taschendiebstahl insgesamt;5315000;Köln;X;830;0;1;0;7;24;32;44;96;140;175;347;58;78;136;124;153;50;18;2;483
*90*00;Taschendiebstahl insgesamt;5114000;Krefeld;M;21;0;0;0;0;0;0;0;2;2;9;11;1;2;3;4;2;1;0;0;10
*90*00;Taschendiebstahl insgesamt;5114000;Krefeld;W;15;0;0;0;0;0;0;2;1;3;1;4;2;2;4;3;2;2;0;0;11
*90*00;Taschendiebstahl insgesamt;5114000;Krefeld;X;36;0;0;0;0;0;0;2;3;5;10;15;3;4;7;7;4;3;0;0;21
*90*00;Taschendiebstahl insgesamt;14713000;Leipzig;M;70;0;0;0;0;0;0;2;3;5;6;11;7;8;15;22;17;5;0;0;59
*90*00;Taschendiebstahl insgesamt;14713000;Leipzig;W;9;0;0;0;0;2;2;0;0;0;0;2;0;1;1;2;2;1;0;1;7
*90*00;Taschendiebstahl insgesamt;14713000;Leipzig;X;79;0;0;0;0;2;2;2;3;5;6;13;7;9;16;24;19;6;0;1;66
*90*00;Taschendiebstahl insgesamt;5316000;Leverkusen;M;13;0;1;0;1;1;3;0;0;0;2;5;2;1;3;2;3;0;0;0;8
*90*00;Taschendiebstahl insgesamt;5316000;Leverkusen;W;14;0;0;0;0;0;0;3;1;4;2;6;1;2;3;2;1;2;0;0;8
*90*00;Taschendiebstahl insgesamt;5316000;Leverkusen;X;27;0;1;0;1;1;3;3;1;4;4;11;3;3;6;4;4;2;0;0;16
*90*00;Taschendiebstahl insgesamt;1003000;Lübeck;M;14;0;0;0;0;2;2;2;1;3;2;7;1;0;1;3;3;0;0;0;7
*90*00;Taschendiebstahl insgesamt;1003000;Lübeck;W;8;0;0;0;0;0;0;1;1;2;2;4;2;0;2;1;0;1;0;0;4
*90*00;Taschendiebstahl insgesamt;1003000;Lübeck;X;22;0;0;0;0;2;2;3;2;5;4;11;3;0;3;4;3;1;0;0;11
*90*00;Taschendiebstahl insgesamt;7314000;Ludwigshafen am Rhein;M;7;0;0;0;0;0;0;1;2;3;1;4;0;0;0;0;1;1;1;0;3
*90*00;Taschendiebstahl insgesamt;7314000;Ludwigshafen am Rhein;W;10;0;0;1;0;0;1;0;1;1;1;3;3;1;4;1;2;0;0;0;7
*90*00;Taschendiebstahl insgesamt;7314000;Ludwigshafen am Rhein;X;17;0;0;1;0;0;1;1;3;4;2;7;3;1;4;1;3;1;1;0;10
*90*00;Taschendiebstahl insgesamt;15003000;Magdeburg;M;3;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;2
*90*00;Taschendiebstahl insgesamt;15003000;Magdeburg;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
*90*00;Taschendiebstahl insgesamt;15003000;Magdeburg;X;5;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;2;0;1;0;4
*90*00;Taschendiebstahl insgesamt;7315000;Mainz;M;32;0;0;0;0;1;1;4;4;8;4;13;4;2;6;5;4;2;2;0;19
*90*00;Taschendiebstahl insgesamt;7315000;Mainz;W;9;0;0;0;0;0;0;2;1;3;2;5;1;1;2;0;1;1;0;0;4
*90*00;Taschendiebstahl insgesamt;7315000;Mainz;X;41;0;0;0;0;1;1;6;5;11;6;18;5;3;8;5;5;3;2;0;23
*90*00;Taschendiebstahl insgesamt;8222000;Mannheim;M;21;0;0;1;0;0;1;0;2;2;0;3;3;3;6;1;7;4;0;0;18
*90*00;Taschendiebstahl insgesamt;8222000;Mannheim;W;17;0;0;0;0;1;1;0;1;1;6;8;2;2;4;1;3;1;0;0;9
*90*00;Taschendiebstahl insgesamt;8222000;Mannheim;X;38;0;0;1;0;1;2;0;3;3;6;11;5;5;10;2;10;5;0;0;27
*90*00;Taschendiebstahl insgesamt;5170024;Moers;M;6;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;1;0;0;6
*90*00;Taschendiebstahl insgesamt;5170024;Moers;W;5;0;0;0;0;1;1;0;0;0;0;1;0;1;1;2;1;0;0;0;4
*90*00;Taschendiebstahl insgesamt;5170024;Moers;X;11;0;0;0;0;1;1;0;0;0;0;1;1;1;2;3;4;1;0;0;10
*90*00;Taschendiebstahl insgesamt;5116000;Mönchengladbach;M;37;0;0;0;0;0;0;1;2;3;8;11;5;5;10;7;7;1;1;0;26
*90*00;Taschendiebstahl insgesamt;5116000;Mönchengladbach;W;11;0;0;0;0;1;1;2;0;2;0;3;1;0;1;1;2;4;0;0;8
*90*00;Taschendiebstahl insgesamt;5116000;Mönchengladbach;X;48;0;0;0;0;1;1;3;2;5;8;14;6;5;11;8;9;5;1;0;34
*90*00;Taschendiebstahl insgesamt;5117000;Mülheim an der Ruhr;M;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;4
*90*00;Taschendiebstahl insgesamt;5117000;Mülheim an der Ruhr;W;6;0;0;0;1;0;1;0;0;0;0;1;0;3;3;0;1;1;0;0;5
*90*00;Taschendiebstahl insgesamt;5117000;Mülheim an der Ruhr;X;10;0;0;0;1;0;1;0;0;0;0;1;0;3;3;1;3;2;0;0;9
*90*00;Taschendiebstahl insgesamt;9162000;München;M;251;0;0;1;0;1;2;8;24;32;32;66;25;12;37;50;67;23;7;1;185
*90*00;Taschendiebstahl insgesamt;9162000;München;W;47;0;0;0;0;3;3;1;5;6;12;21;1;1;2;6;12;3;2;1;26
*90*00;Taschendiebstahl insgesamt;9162000;München;X;298;0;0;1;0;4;5;9;29;38;44;87;26;13;39;56;79;26;9;2;211
*90*00;Taschendiebstahl insgesamt;5515000;Münster;M;166;0;0;0;0;5;5;17;22;39;44;88;19;13;32;15;25;5;1;0;78
*90*00;Taschendiebstahl insgesamt;5515000;Münster;W;38;0;0;0;0;1;1;1;2;3;6;10;5;2;7;5;14;1;0;1;28
*90*00;Taschendiebstahl insgesamt;5515000;Münster;X;204;0;0;0;0;6;6;18;24;42;50;98;24;15;39;20;39;6;1;1;106
*90*00;Taschendiebstahl insgesamt;5162024;Neuss;M;15;0;0;0;0;1;1;0;1;1;6;8;0;3;3;2;1;0;1;0;7
*90*00;Taschendiebstahl insgesamt;5162024;Neuss;W;14;0;0;0;0;1;1;0;1;1;2;4;1;0;1;4;3;1;1;0;10
*90*00;Taschendiebstahl insgesamt;5162024;Neuss;X;29;0;0;0;0;2;2;0;2;2;8;12;1;3;4;6;4;1;2;0;17
*90*00;Taschendiebstahl insgesamt;9564000;Nürnberg;M;55;0;0;0;0;0;0;1;0;1;5;6;3;7;10;8;15;15;0;1;49
*90*00;Taschendiebstahl insgesamt;9564000;Nürnberg;W;13;0;0;0;0;0;0;0;1;1;4;5;0;0;0;1;4;2;1;0;8
*90*00;Taschendiebstahl insgesamt;9564000;Nürnberg;X;68;0;0;0;0;0;0;1;1;2;9;11;3;7;10;9;19;17;1;1;57
*90*00;Taschendiebstahl insgesamt;5119000;Oberhausen;M;34;0;0;0;0;0;0;3;5;8;4;12;2;5;7;3;7;5;0;0;22
*90*00;Taschendiebstahl insgesamt;5119000;Oberhausen;W;28;0;0;0;0;0;0;2;2;4;2;6;3;2;5;6;8;2;1;0;22
*90*00;Taschendiebstahl insgesamt;5119000;Oberhausen;X;62;0;0;0;0;0;0;5;7;12;6;18;5;7;12;9;15;7;1;0;44
*90*00;Taschendiebstahl insgesamt;6413000;Offenbach am Main;M;5;0;0;0;0;0;0;0;0;0;1;1;2;0;2;0;1;1;0;0;4
*90*00;Taschendiebstahl insgesamt;6413000;Offenbach am Main;W;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;3
*90*00;Taschendiebstahl insgesamt;6413000;Offenbach am Main;X;8;0;0;0;0;0;0;0;0;0;1;1;3;0;3;1;2;1;0;0;7
*90*00;Taschendiebstahl insgesamt;3403000;Oldenburg (Oldenburg);M;30;0;0;0;0;0;0;0;6;6;3;9;3;5;8;7;4;2;0;0;21
*90*00;Taschendiebstahl insgesamt;3403000;Oldenburg (Oldenburg);W;6;0;0;0;0;0;0;0;1;1;2;3;0;0;0;0;2;1;0;0;3
*90*00;Taschendiebstahl insgesamt;3403000;Oldenburg (Oldenburg);X;36;0;0;0;0;0;0;0;7;7;5;12;3;5;8;7;6;3;0;0;24
*90*00;Taschendiebstahl insgesamt;3404000;Osnabrück;M;60;0;0;0;0;0;0;2;1;3;17;20;5;7;12;16;9;1;2;0;40
*90*00;Taschendiebstahl insgesamt;3404000;Osnabrück;W;14;0;0;1;0;0;1;0;0;0;4;5;2;1;3;2;2;1;1;0;9
*90*00;Taschendiebstahl insgesamt;3404000;Osnabrück;X;74;0;0;1;0;0;1;2;1;3;21;25;7;8;15;18;11;2;3;0;49
*90*00;Taschendiebstahl insgesamt;5774032;Paderborn;M;28;0;0;0;0;0;0;0;1;1;6;7;6;2;8;6;5;1;1;0;21
*90*00;Taschendiebstahl insgesamt;5774032;Paderborn;W;6;0;0;0;0;0;0;1;1;2;1;3;0;1;1;2;0;0;0;0;3
*90*00;Taschendiebstahl insgesamt;5774032;Paderborn;X;34;0;0;0;0;0;0;1;2;3;7;10;6;3;9;8;5;1;1;0;24
*90*00;Taschendiebstahl insgesamt;8231000;Pforzheim;M;7;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;4;0;0;6
*90*00;Taschendiebstahl insgesamt;8231000;Pforzheim;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
*90*00;Taschendiebstahl insgesamt;8231000;Pforzheim;X;8;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;2;4;0;0;7
*90*00;Taschendiebstahl insgesamt;12054000;Potsdam;M;5;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;1;0;5
*90*00;Taschendiebstahl insgesamt;12054000;Potsdam;W;5;0;0;0;0;1;1;1;2;3;0;4;0;0;0;1;0;0;0;0;1
*90*00;Taschendiebstahl insgesamt;12054000;Potsdam;X;10;0;0;0;0;1;1;1;2;3;0;4;0;2;2;3;0;0;1;0;6
*90*00;Taschendiebstahl insgesamt;5562032;Recklinghausen;M;3;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1
*90*00;Taschendiebstahl insgesamt;5562032;Recklinghausen;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
*90*00;Taschendiebstahl insgesamt;5562032;Recklinghausen;X;3;0;0;0;0;0;0;0;0;0;2;2;0;0;0;1;0;0;0;0;1
*90*00;Taschendiebstahl insgesamt;9362000;Regensburg;M;7;0;0;0;0;0;0;2;0;2;0;2;0;3;3;2;0;0;0;0;5
*90*00;Taschendiebstahl insgesamt;9362000;Regensburg;W;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2
*90*00;Taschendiebstahl insgesamt;9362000;Regensburg;X;9;0;0;0;0;0;0;2;0;2;0;2;0;3;3;3;0;1;0;0;7
*90*00;Taschendiebstahl insgesamt;5120000;Remscheid;M;4;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;0;0;3
*90*00;Taschendiebstahl insgesamt;5120000;Remscheid;W;9;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;1;1;0;8
*90*00;Taschendiebstahl insgesamt;5120000;Remscheid;X;13;0;0;0;0;0;0;0;0;0;2;2;2;1;3;3;3;1;1;0;11
*90*00;Taschendiebstahl insgesamt;8415061;Reutlingen;M;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1
*90*00;Taschendiebstahl insgesamt;8415061;Reutlingen;W;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1
*90*00;Taschendiebstahl insgesamt;8415061;Reutlingen;X;3;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;2
*90*00;Taschendiebstahl insgesamt;13003000;Rostock;M;18;0;0;2;0;0;2;1;3;4;2;8;0;1;1;5;2;1;1;0;10
*90*00;Taschendiebstahl insgesamt;13003000;Rostock;W;5;0;0;0;0;1;1;0;1;1;0;2;0;1;1;0;1;1;0;0;3
*90*00;Taschendiebstahl insgesamt;13003000;Rostock;X;23;0;0;2;0;1;3;1;4;5;2;10;0;2;2;5;3;2;1;0;13
*90*00;Taschendiebstahl insgesamt;10041100;Saarbrücken;M;19;0;0;0;0;1;1;3;0;3;3;7;1;0;1;1;5;4;0;1;12
*90*00;Taschendiebstahl insgesamt;10041100;Saarbrücken;W;41;0;0;0;0;1;1;1;5;6;8;15;2;1;3;5;11;7;0;0;26
*90*00;Taschendiebstahl insgesamt;10041100;Saarbrücken;X;60;0;0;0;0;2;2;4;5;9;11;22;3;1;4;6;16;11;0;1;38
*90*00;Taschendiebstahl insgesamt;5122000;Solingen;M;4;0;0;0;0;0;0;0;2;2;1;3;0;0;0;0;1;0;0;0;1
*90*00;Taschendiebstahl insgesamt;5122000;Solingen;W;13;0;0;0;0;0;0;1;3;4;0;4;2;0;2;5;2;0;0;0;9
*90*00;Taschendiebstahl insgesamt;5122000;Solingen;X;17;0;0;0;0;0;0;1;5;6;1;7;2;0;2;5;3;0;0;0;10
*90*00;Taschendiebstahl insgesamt;8111000;Stuttgart;M;123;0;0;0;0;1;1;4;13;17;13;31;9;18;27;23;27;11;2;2;92
*90*00;Taschendiebstahl insgesamt;8111000;Stuttgart;W;22;0;0;0;0;0;0;0;1;1;6;7;4;1;5;6;3;1;0;0;15
*90*00;Taschendiebstahl insgesamt;8111000;Stuttgart;X;145;0;0;0;0;1;1;4;14;18;19;38;13;19;32;29;30;12;2;2;107
*90*00;Taschendiebstahl insgesamt;7211000;Trier;M;5;0;0;0;0;0;0;3;1;4;1;5;0;0;0;0;0;0;0;0;0
*90*00;Taschendiebstahl insgesamt;7211000;Trier;W;6;0;0;0;0;0;0;0;1;1;2;3;0;0;0;1;1;0;1;0;3
*90*00;Taschendiebstahl insgesamt;7211000;Trier;X;11;0;0;0;0;0;0;3;2;5;3;8;0;0;0;1;1;0;1;0;3
*90*00;Taschendiebstahl insgesamt;8421000;Ulm;M;5;0;0;0;0;0;0;0;3;3;0;3;0;0;0;1;1;0;0;0;2
*90*00;Taschendiebstahl insgesamt;8421000;Ulm;W;5;0;0;0;0;0;0;0;1;1;1;2;1;0;1;1;1;0;0;0;3
*90*00;Taschendiebstahl insgesamt;8421000;Ulm;X;10;0;0;0;0;0;0;0;4;4;1;5;1;0;1;2;2;0;0;0;5
*90*00;Taschendiebstahl insgesamt;6414000;Wiesbaden;M;18;0;0;0;0;0;0;0;1;1;4;5;3;1;4;1;5;3;0;0;13
*90*00;Taschendiebstahl insgesamt;6414000;Wiesbaden;W;15;0;0;0;0;0;0;1;2;3;3;6;1;1;2;3;2;1;1;0;9
*90*00;Taschendiebstahl insgesamt;6414000;Wiesbaden;X;33;0;0;0;0;0;0;1;3;4;7;11;4;2;6;4;7;4;1;0;22
*90*00;Taschendiebstahl insgesamt;3103000;Wolfsburg;M;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;3
*90*00;Taschendiebstahl insgesamt;3103000;Wolfsburg;W;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
*90*00;Taschendiebstahl insgesamt;3103000;Wolfsburg;X;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;4
*90*00;Taschendiebstahl insgesamt;5124000;Wuppertal;M;26;0;0;1;1;1;3;1;2;3;6;12;0;2;2;2;5;5;0;0;14
*90*00;Taschendiebstahl insgesamt;5124000;Wuppertal;W;34;0;0;0;0;1;1;2;2;4;6;11;6;0;6;7;8;2;0;0;23
*90*00;Taschendiebstahl insgesamt;5124000;Wuppertal;X;60;0;0;1;1;2;4;3;4;7;12;23;6;2;8;9;13;7;0;0;37
*90*00;Taschendiebstahl insgesamt;9663000;Würzburg;M;26;0;0;1;0;0;1;1;2;3;6;10;3;3;6;4;4;1;1;0;16
*90*00;Taschendiebstahl insgesamt;9663000;Würzburg;W;9;0;0;0;0;1;1;1;1;2;1;4;0;1;1;0;4;0;0;0;5
*90*00;Taschendiebstahl insgesamt;9663000;Würzburg;X;35;0;0;1;0;1;2;2;3;5;7;14;3;4;7;4;8;1;1;0;21
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5334002;Aachen;M;1262;0;0;0;1;0;1;38;100;138;213;352;92;93;185;180;255;158;80;52;910
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5334002;Aachen;W;583;0;0;0;0;5;5;28;60;88;96;189;43;37;80;75;99;82;39;19;394
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5334002;Aachen;X;1845;0;0;0;1;5;6;66;160;226;309;541;135;130;265;255;354;240;119;71;1304
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;9761000;Augsburg;M;1939;0;0;0;1;3;4;52;114;166;261;431;162;146;308;308;423;258;151;60;1508
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;9761000;Augsburg;W;807;0;0;0;0;3;3;40;55;95;106;204;63;73;136;104;167;102;61;33;603
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;9761000;Augsburg;X;2746;0;0;0;1;6;7;92;169;261;367;635;225;219;444;412;590;360;212;93;2111
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5378004;Bergisch Gladbach;M;308;0;0;0;0;1;1;7;7;14;26;41;21;23;44;44;72;60;31;16;267
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5378004;Bergisch Gladbach;W;152;0;0;0;0;1;1;2;11;13;14;28;8;9;17;28;31;24;15;9;124
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5378004;Bergisch Gladbach;X;460;0;0;0;0;2;2;9;18;27;40;69;29;32;61;72;103;84;46;25;391
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;11000000;Berlin;M;31009;2;0;1;8;47;58;368;906;1274;2591;3923;2148;2492;4640;5790;8009;4872;2699;1076;27086
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;11000000;Berlin;W;14831;0;0;2;6;50;58;275;598;873;1674;2605;1239;1305;2544;2761;3227;2051;1137;506;12226
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;11000000;Berlin;X;45840;2;0;3;14;97;116;643;1504;2147;4265;6528;3387;3797;7184;8551;11236;6923;3836;1582;39312
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5711000;Bielefeld;M;2576;0;0;0;2;5;7;47;86;133;258;398;218;219;437;457;643;388;163;90;2178
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5711000;Bielefeld;W;1007;0;0;0;0;6;6;44;61;105;96;207;77;76;153;171;217;171;65;23;800
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5711000;Bielefeld;X;3583;0;0;0;2;11;13;91;147;238;354;605;295;295;590;628;860;559;228;113;2978
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5911000;Bochum;M;2086;0;1;0;1;7;9;10;73;83;230;322;186;170;356;371;499;327;159;52;1764
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5911000;Bochum;W;819;0;0;1;2;10;13;19;32;51;123;187;88;65;153;141;138;109;67;24;632
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5911000;Bochum;X;2905;0;1;1;3;17;22;29;105;134;353;509;274;235;509;512;637;436;226;76;2396
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5314000;Bonn;M;2235;0;0;0;0;4;4;31;84;115;295;414;209;212;421;345;495;301;167;92;1821
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5314000;Bonn;W;983;0;0;0;1;3;4;42;60;102;129;235;101;87;188;130;176;126;93;35;748
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5314000;Bonn;X;3218;0;0;0;1;7;8;73;144;217;424;649;310;299;609;475;671;427;260;127;2569
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5512000;Bottrop;M;594;0;0;0;0;2;2;4;11;15;55;72;52;63;115;111;136;100;38;22;522
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5512000;Bottrop;W;296;0;0;0;0;2;2;3;13;16;38;56;26;29;55;42;75;44;13;11;240
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5512000;Bottrop;X;890;0;0;0;0;4;4;7;24;31;93;128;78;92;170;153;211;144;51;33;762
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;3101000;Braunschweig;M;2170;0;0;0;0;2;2;31;72;103;295;400;213;200;413;397;484;267;133;76;1770
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;3101000;Braunschweig;W;897;0;0;1;0;6;7;31;58;89;109;205;88;70;158;136;176;117;68;37;692
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;3101000;Braunschweig;X;3067;0;0;1;0;8;9;62;130;192;404;605;301;270;571;533;660;384;201;113;2462
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4011000;Bremen;M;3961;0;0;0;1;13;14;70;138;208;435;657;345;338;683;670;956;580;297;118;3304
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4011000;Bremen;W;1480;0;0;0;1;5;6;42;81;123;188;317;144;124;268;234;309;198;107;47;1163
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4011000;Bremen;X;5441;0;0;0;2;18;20;112;219;331;623;974;489;462;951;904;1265;778;404;165;4467
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4012000;Bremerhaven;M;425;0;0;0;0;0;0;4;6;10;44;54;30;27;57;85;98;64;46;21;371
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4012000;Bremerhaven;W;206;0;0;0;0;0;0;4;3;7;21;28;23;20;43;34;37;29;25;10;178
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;4012000;Bremerhaven;X;631;0;0;0;0;0;0;8;9;17;65;82;53;47;100;119;135;93;71;31;549
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14511000;Chemnitz;M;1891;0;0;0;1;1;2;36;71;107;217;326;133;167;300;391;473;207;122;72;1565
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14511000;Chemnitz;W;708;0;0;0;3;2;5;24;33;57;79;141;49;54;103;140;139;89;64;32;567
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14511000;Chemnitz;X;2599;0;0;0;4;3;7;60;104;164;296;467;182;221;403;531;612;296;186;104;2132
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;6411000;Darmstadt;M;918;0;0;0;0;0;0;11;40;51;101;152;72;74;146;161;203;151;72;33;766
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;6411000;Darmstadt;W;405;0;0;0;0;2;2;10;23;33;52;87;31;22;53;62;97;63;30;13;318
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;6411000;Darmstadt;X;1323;0;0;0;0;2;2;21;63;84;153;239;103;96;199;223;300;214;102;46;1084
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5913000;Dortmund;M;5959;0;0;0;4;19;23;111;274;385;733;1141;517;526;1043;1093;1327;824;378;153;4818
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5913000;Dortmund;W;2082;0;1;0;2;26;29;82;101;183;276;488;212;172;384;356;438;263;107;46;1594
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5913000;Dortmund;X;8041;0;1;0;6;45;52;193;375;568;1009;1629;729;698;1427;1449;1765;1087;485;199;6412
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14612000;Dresden;M;4915;0;0;1;0;10;11;54;101;155;354;520;300;376;676;1024;1311;716;486;182;4395
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14612000;Dresden;W;2769;0;0;0;0;2;2;50;81;131;180;313;169;232;401;561;680;407;277;130;2456
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;14612000;Dresden;X;7684;0;0;1;0;12;13;104;182;286;534;833;469;608;1077;1585;1991;1123;763;312;6851
510000;Betrug §§ 263, 263a, 264, 264a, 265, 265a, 265b StGB;5112000;Duisburg;M;4563;1;0;2;8;26;37;103;162;265;537;839;430;394;824;820;1072;631;271;106;3724
